Month,0,0.25,0.5,0.75,1,1.5,2,2.5,3,4,5,6,7,8,9,10,12,15,20,25,29,Zero_Crossing_Depth
2008-10,-5.197967479674797,-3.760967741935484,-1.4214655172413793,-0.8637931034482759,-0.47827586206896555,-0.017435897435897435,0.03,-0.060564516129032256,-0.36951612903225806,-0.9185483870967742,-1.4025806451612903,-1.8259677419354838,-2.4780645161290327,-2.8751612903225805,-3.078951612903226,-3.175564516129032,-3.190725806451613,-3.1956451612903227,-3.2053225806451615,-3.2586290322580647,-3.3594354838709677,1.6837837837837837
2008-11,-8.211666666666666,-7.760000000000001,-5.772333333333333,-5.055416666666667,-4.408083333333334,-3.0180833333333337,-1.8225833333333334,-1.1224999999999998,-0.9600833333333333,-1.0394999999999999,-1.3108333333333335,-1.63225,-2.231333333333333,-2.6639166666666667,-2.929416666666667,-3.088416666666667,-3.1503333333333337,-3.1859166666666665,-3.2079166666666667,-3.255666666666667,-3.3554999999999997,
2008-12,-7.870322580645161,-7.837983870967742,-6.9601612903225805,-6.5929032258064515,-6.252258064516129,-5.431854838709677,-4.5344354838709675,-3.6947580645161286,-3.1862096774193547,-2.5170967741935484,-2.1580645161290324,-2.027016129032258,-2.1916935483870965,-2.5206451612903225,-2.7991935483870964,-3.001451612903226,-3.1009677419354835,-3.160725806451613,-3.1956451612903227,-3.2577419354838706,-3.3495161290322577,
2009-01,-11.425725806451613,-11.95008064516129,-11.376209677419356,-10.943951612903225,-10.476209677419355,-9.148870967741935,-7.596209677419354,-6.143225806451613,-5.262016129032258,-4.040322580645161,-3.2658870967741938,-2.7933870967741936,-2.480483870967742,-2.545241935483871,-2.7344354838709677,-2.924758064516129,-3.0451612903225804,-3.1258870967741936,-3.176612903225806,-3.251774193548387,-3.347258064516129,
2009-02,-10.399642857142856,-10.24830357142857,-8.899910714285713,-8.458839285714285,-8.097142857142858,-7.395267857142857,-6.707857142857143,-6.078125,-5.6606250000000005,-4.916428571428571,-4.242500000000001,-3.6595535714285714,-2.960892857142857,-2.7275,-2.7629464285714285,-2.895625,-3.0048214285714288,-3.09375,-3.1545535714285715,-3.247589285714286,-3.3408035714285718,
2009-03,-9.94508064516129,-10.360806451612904,-10.003629032258065,-9.753145161290323,-9.473870967741936,-8.662016129032258,-7.694435483870968,-6.781935483870968,-6.2222580645161285,-5.378306451612903,-4.7095161290322585,-4.145161290322581,-3.3870967741935485,-2.9919354838709675,-2.8778225806451614,-2.9167741935483873,-2.9894354838709676,-3.0687096774193545,-3.1299193548387096,-3.2406451612903227,-3.336451612903226,
2009-04,-11.071308333333333,-11.967141666666667,-11.17175,-10.79925,-10.445166666666667,-9.56675,-8.58925,-7.656858333333333,-7.056591666666666,-6.092966666666666,-5.309425,-4.6585,-3.777108333333333,-3.262,-3.0326416666666662,-2.984725,-3.0036583333333335,-3.055133333333333,-3.117033333333333,-3.2292833333333335,-3.327741666666667,
2009-05,0.38417741935483873,-1.323758064516129,-3.098435483870968,-3.6270725806451614,-4.080379032258064,-4.95016935483871,-5.641556451612903,-6.052653225806451,-6.168943548387096,-6.0110564516129035,-5.595209677419355,-5.0805080645161285,-4.17658064516129,-3.551532258064516,-3.2157096774193548,-3.082,-3.045798387096774,-3.0736532258064515,-3.116483870967742,-3.22058064516129,-3.326298387096774,0.05623418199675141
2009-06,5.535291666666667,4.1843916666666665,1.1112499999999998,0.3454416666666667,-0.27300833333333335,-1.3620083333333333,-2.3674749999999998,-3.2015499999999997,-3.6907583333333336,-4.299591666666667,-4.579641666666666,-4.60865,-4.273741666666667,-3.7773499999999998,-3.4028833333333335,-3.2034499999999997,-3.1102666666666665,-3.09975,-3.1240666666666663,-3.2127083333333335,-3.317266666666667,0.889640094860808
2009-07,10.08323387096774,8.446250000000001,5.483774193548387,4.530693548387097,3.650387096774194,1.5601612903225808,-0.11545967741935484,-1.185491935483871,-1.8581532258064517,-2.784008064516129,-3.378153225806452,-3.7261451612903222,-3.929943548387097,-3.764564516129032,-3.506959677419355,-3.3118629032258062,-3.186338709677419,-3.1450967741935485,-3.145532258064516,-3.2142419354838707,-3.3183548387096775,1.9655471972354976
