Month,0,0.25,0.5,0.75,1,1.5,2,2.5,3,4,5,6,7,8,9,10,12,15,19,Zero_Crossing_Depth
2008-09,1.8680357142857142,1.6156896551724136,1.1551724137931034,0.5505172413793104,0.042678571428571434,-0.5191379310344828,-0.9434482758620689,-1.318793103448276,-1.6487931034482757,-2.1351724137931036,-2.4679310344827585,-2.7086206896551723,-2.8613793103448275,-2.9489655172413793,-3.0177586206896554,-3.06551724137931,-3.1336206896551726,-3.240862068965517,-3.3917241379310346,1.0379826609235085
2008-10,-3.055887096774194,-1.4011290322580645,-0.41330645161290325,-0.07408333333333333,-0.054112903225806454,-0.4275,-0.8102419354838709,-1.1553225806451612,-1.464032258064516,-1.940806451612903,-2.2876612903225806,-2.5555645161290323,-2.7431451612903226,-2.87,-2.966693548387097,-3.0384677419354835,-3.13258064516129,-3.234677419354839,-3.3819354838709677,
2008-11,-5.751416666666667,-4.30625,-2.940833333333333,-1.7110833333333335,-1.02925,-0.7331666666666667,-0.8390833333333333,-1.068,-1.3203333333333334,-1.7518333333333334,-2.0995,-2.38525,-2.6008333333333336,-2.759916666666667,-2.8878333333333335,-2.985583333333333,-3.121583333333333,-3.2308333333333334,-3.3735833333333334,
2008-12,-6.52475806451613,-5.914032258064516,-5.273629032258064,-4.60975806451613,-4.073145161290323,-3.196209677419355,-2.5303225806451612,-2.109193548387097,-1.8968548387096775,-1.8374193548387097,-2.0202419354838708,-2.2650806451612904,-2.481209677419355,-2.6560483870967744,-2.802016129032258,-2.928225806451613,-3.093306451612903,-3.226048387096774,-3.3638709677419354,
2009-01,-9.665887096774194,-8.815645161290323,-7.961612903225807,-7.113145161290323,-6.428870967741935,-5.265806451612904,-4.29008064516129,-3.527177419354839,-2.9833870967741936,-2.402258064516129,-2.2651612903225806,-2.32008064516129,-2.447903225806452,-2.584354838709677,-2.732983870967742,-2.868387096774194,-3.0608870967741937,-3.2099193548387097,-3.356451612903226,
2009-02,-9.540625,-8.731339285714286,-8.034285714285714,-7.416160714285715,-6.9417857142857144,-6.140714285714286,-5.393482142857144,-4.695982142857143,-4.090089285714286,-3.2202678571428573,-2.7767857142857144,-2.582321428571429,-2.5595535714285718,-2.6092857142857144,-2.7164285714285716,-2.8291964285714286,-3.0229464285714287,-3.1972321428571426,-3.344642857142857,
2009-03,-9.763306451612904,-9.317903225806452,-8.838387096774193,-8.313790322580646,-7.862016129032258,-7.022822580645162,-6.231129032258064,-5.502258064516129,-4.874032258064516,-3.9320967741935484,-3.347016129032258,-2.9750806451612903,-2.807983870967742,-2.7418548387096773,-2.7646774193548387,-2.8344354838709673,-2.998225806451613,-3.1768548387096773,-3.332016129032258,
2009-04,-10.112333333333334,-9.613916666666666,-9.125083333333333,-8.628083333333333,-8.22025,-7.472666666666667,-6.760916666666666,-6.08575,-5.487583333333333,-4.549416666666667,-3.895583333333333,-3.4061666666666666,-3.1258333333333335,-2.954333333333333,-2.8884166666666666,-2.8955833333333336,-2.995833333333333,-3.1598333333333333,-3.3221666666666665,
2009-05,-4.336209677419355,-4.9917741935483875,-5.5986290322580645,-6.053870967741935,-6.309274193548387,-6.5324193548387095,-6.468387096774194,-6.191935483870967,-5.814919354838709,-5.037419354838709,-4.374596774193549,-3.819112903225806,-3.4591935483870966,-3.2035483870967743,-3.0636290322580644,-3.0077419354838706,-3.0211290322580644,-3.1529032258064515,-3.311048387096774,
