Month,0,0.25,0.5,0.75,1,1.5,2,2.5,3,4,5,6,7,8,9,10,12,15,20,25,30,35,38,Zero_Crossing_Depth
2008-09,0.5387096774193548,1.0284375,1.384375,1.4728125,1.32375,0.493125,-0.2103125,-0.5959375,-0.9234375,-1.4684375,-1.9137499999999998,-2.3553125,-2.663125,-2.8696875,-2.9846875,-3.0575,-3.14,-3.189375,-3.2846875,-3.419375,-3.50375,-3.5425,-3.5506249999999997,1.8505108840515327
2008-10,-4.213709677419355,-2.8335772357723576,-1.568709677419355,-0.7567213114754098,-0.2784426229508197,-0.0066071428571428574,-0.22112903225806452,-0.5580645161290323,-0.859758064516129,-1.376532258064516,-1.8016129032258066,-2.235725806451613,-2.549274193548387,-2.775241935483871,-2.9085483870967743,-2.9966935483870967,-3.111048387096774,-3.1921774193548385,-3.296774193548387,-3.4126612903225806,-3.502016129032258,-3.5489516129032257,-3.5547580645161285,
2008-11,-8.00125,-6.7982499999999995,-5.496833333333333,-4.380416666666666,-3.385,-1.532,-0.8674999999999999,-0.8297500000000001,-0.9288333333333334,-1.2794166666666666,-1.6644166666666667,-2.0821666666666667,-2.4046666666666665,-2.645,-2.7973333333333334,-2.9085833333333335,-3.0587500000000003,-3.185666666666667,-3.2976666666666663,-3.410416666666667,-3.49975,-3.5428333333333333,-3.554333333333333,
2008-12,-7.789435483870967,-7.171129032258064,-6.421290322580645,-5.738709677419355,-5.087822580645161,-3.6633870967741933,-2.784274193548387,-2.4084677419354836,-2.1143548387096773,-1.802741935483871,-1.8291935483870967,-2.05,-2.308225806451613,-2.5420967741935483,-2.6976612903225807,-2.8260483870967743,-3.0058870967741935,-3.1658064516129034,-3.29758064516129,-3.408790322580645,-3.4942741935483874,-3.53991935483871,-3.5514516129032256,
2009-01,-12.266129032258064,-11.791693548387098,-10.943870967741935,-9.98701612903226,-8.933629032258064,-6.405967741935484,-4.812177419354839,-4.145483870967742,-3.608064516129032,-2.868387096774194,-2.498951612903226,-2.3380645161290325,-2.394032258064516,-2.522822580645161,-2.6458870967741936,-2.7626612903225807,-2.9536290322580645,-3.141854838709677,-3.2951612903225804,-3.405725806451613,-3.4901612903225807,-3.537258064516129,-3.547016129032258,
2009-02,-10.20142857142857,-9.331517857142856,-8.409107142857144,-7.678660714285714,-7.060803571428571,-5.848392857142857,-5.121607142857143,-4.781071428571429,-4.450267857142857,-3.848125,-3.349107142857143,-2.8826785714285714,-2.685892857142857,-2.6465178571428574,-2.6807142857142856,-2.755357142857143,-2.9162500000000002,-3.113482142857143,-3.2861607142857143,-3.4025892857142854,-3.485982142857143,-3.531428571428571,-3.5447321428571428,
2009-03,-10.511451612903226,-10.160322580645161,-9.628790322580645,-9.049112903225806,-8.388145161290321,-6.790322580645161,-5.786048387096774,-5.3563709677419356,-4.983629032258064,-4.360080645161291,-3.8488709677419353,-3.3331451612903225,-3.0279838709677422,-2.8725,-2.816048387096774,-2.8258870967741934,-2.918709677419355,-3.094193548387097,-3.2801612903225807,-3.4010483870967745,-3.4824193548387097,-3.530564516129032,-3.5431451612903224,
2009-04,-12.431999999999999,-11.902,-11.113166666666666,-10.321083333333332,-9.538,-7.743166666666667,-6.61875,-6.124,-5.687833333333333,-4.953666666666667,-4.354666666666666,-3.7492500000000004,-3.3598333333333334,-3.124666666666667,-2.99825,-2.94525,-2.960083333333334,-3.0810833333333334,-3.26525,-3.3977500000000003,-3.4800833333333334,-3.52975,-3.546,
2009-05,-1.166774193548387,-2.2760483870967745,-3.213145161290323,-3.9898387096774193,-4.644032258064517,-5.553709677419355,-5.8146774193548385,-5.792903225806452,-5.6738709677419354,-5.2656451612903235,-4.766451612903226,-4.153467741935484,-3.6956451612903227,-3.3911290322580645,-3.204838709677419,-3.0986290322580645,-3.0260483870967745,-3.0883064516129033,-3.259758064516129,-3.385806451612903,-3.4797580645161292,-3.5195967741935483,-3.532822580645161,
2009-06,4.91725,3.1625,1.54375,0.2724166666666667,-0.697310924369748,-2.271,-3.1565833333333333,-3.56275,-3.8865,-4.22675,-4.280916666666667,-4.109583333333333,-3.84275,-3.5957500000000002,-3.4015833333333334,-3.2626666666666666,-3.1242500000000004,-3.114916666666667,-3.252416666666667,-3.384666666666667,-3.4730833333333337,-3.5245,-3.5349166666666667,0.8202302041276139
2009-07,8.587741935483871,7.034596774193548,5.463790322580645,3.9211290322580648,2.4386290322580644,-0.01371900826446281,-1.0223387096774192,-1.634516129032258,-2.1774999999999998,-2.905806451612903,-3.3370161290322584,-3.597741935483871,-3.6294354838709677,-3.5631451612903224,-3.4587096774193546,-3.3638709677419354,-3.222338709677419,-3.152177419354839,-3.2520967741935483,-3.3742741935483873,-3.4678225806451612,-3.514838709677419,-3.524677419354839,1.4972028831067674
